instruction,input,response
"Given the dataset delimited by the triple backticks, forecast number of days client 9149-MATVB will take for the payment of an invoice dated 2013-11-30 with an amount 48.59 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
9149-MATVB  2012-04-01          56.10            29
9149-MATVB  2012-06-05          64.06            38
9149-MATVB  2012-06-22          48.35            26
9149-MATVB  2012-07-06          52.74            30
9149-MATVB  2012-08-13          52.46            31
9149-MATVB  2012-08-15          48.02            35
9149-MATVB  2012-09-03          38.59            30
9149-MATVB  2012-10-10          45.31            30
9149-MATVB  2012-10-19          45.61            22
9149-MATVB  2012-10-24          22.47            28
9149-MATVB  2012-10-29          25.83            29
9149-MATVB  2012-11-28          24.32            27
9149-MATVB  2012-12-05          42.28            32
9149-MATVB  2012-12-13          67.27            14
9149-MATVB  2012-12-24          64.18            25
9149-MATVB  2013-01-09          65.81            25
9149-MATVB  2013-01-09          36.93            25
9149-MATVB  2013-01-18          72.95            21
9149-MATVB  2013-01-26          25.73            29
9149-MATVB  2013-02-04          56.53            24
9149-MATVB  2013-03-14          23.92            33
9149-MATVB  2013-04-01          50.95            24
9149-MATVB  2013-07-02          36.26            23
9149-MATVB  2013-07-13          51.13            25
9149-MATVB  2013-07-15          46.53            21
9149-MATVB  2013-08-21          81.85            18
9149-MATVB  2013-08-28          63.02            20
9149-MATVB  2013-09-13          37.88            12
9149-MATVB  2013-09-21          42.17            23
9149-MATVB  2013-11-05          43.26            14
9149-MATVB  2013-11-08          34.65            17
9149-MATVB  2013-11-15          46.06            23
9149-MATVB  2013-11-26          51.42            22
9149-MATVB  2013-11-28          42.57            25
```","{'customerID': '9149-MATVB', 'InvoiceDate': '2013-11-30', 'InvoiceAmount': 48.59, 'DaysToSettle': 20}"
"Given the dataset delimited by the triple backticks, forecast number of days client 9174-IYKOC will take for the payment of an invoice dated 2013-11-24 with an amount 51.62 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
9174-IYKOC  2012-02-24          52.04            25
9174-IYKOC  2012-03-02          53.79            31
9174-IYKOC  2012-03-08          35.46            35
9174-IYKOC  2012-03-09          84.25            31
9174-IYKOC  2012-03-21          68.81            52
9174-IYKOC  2012-05-12          74.70            23
9174-IYKOC  2012-07-31          53.08            41
9174-IYKOC  2012-08-02          58.20            22
9174-IYKOC  2012-09-10          38.00            31
9174-IYKOC  2012-09-29          66.80            30
9174-IYKOC  2012-09-29          80.71            28
9174-IYKOC  2012-10-13          73.75            24
9174-IYKOC  2012-12-09          35.69            37
9174-IYKOC  2013-01-06          73.09            13
9174-IYKOC  2013-01-26          56.27            23
9174-IYKOC  2013-03-02          60.84            21
9174-IYKOC  2013-03-19          57.46            18
9174-IYKOC  2013-04-07          77.01            22
9174-IYKOC  2013-05-30          87.31            16
9174-IYKOC  2013-06-02          60.65            25
9174-IYKOC  2013-07-09          65.39            24
9174-IYKOC  2013-08-09          66.82            24
9174-IYKOC  2013-08-17          57.60            20
9174-IYKOC  2013-09-10          63.58            19
9174-IYKOC  2013-09-22          49.88            31
9174-IYKOC  2013-11-14          57.61            22
9174-IYKOC  2013-11-16          57.12            23
```","{'customerID': '9174-IYKOC', 'InvoiceDate': '2013-11-24', 'InvoiceAmount': 51.62, 'DaysToSettle': 24}"
"Given the dataset delimited by the triple backticks, forecast number of days client 9181-HEKGV will take for the payment of an invoice dated 2013-08-27 with an amount 99.82 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
9181-HEKGV  2012-01-27          86.92            41
9181-HEKGV  2012-01-29          59.08            50
9181-HEKGV  2012-02-16          64.02            29
9181-HEKGV  2012-04-16          61.20            30
9181-HEKGV  2012-04-16          88.84            63
9181-HEKGV  2012-04-21          88.36            52
9181-HEKGV  2012-05-02          58.19            35
9181-HEKGV  2012-06-14          78.67            54
9181-HEKGV  2012-06-17          66.07            34
9181-HEKGV  2012-06-21          90.00            21
9181-HEKGV  2012-08-27          85.06            26
9181-HEKGV  2012-08-29          74.47            42
9181-HEKGV  2012-11-14          84.68            31
9181-HEKGV  2012-12-30          87.00            64
9181-HEKGV  2013-05-18          99.85            58
9181-HEKGV  2013-05-20          75.18            32
9181-HEKGV  2013-06-01          81.53            42
9181-HEKGV  2013-07-11          68.42            46
9181-HEKGV  2013-07-12          52.48            39
9181-HEKGV  2013-08-05          72.13            39
9181-HEKGV  2013-08-21          72.55            49
```","{'customerID': '9181-HEKGV', 'InvoiceDate': '2013-08-27', 'InvoiceAmount': 99.82, 'DaysToSettle': 40}"
"Given the dataset delimited by the triple backticks, forecast number of days client 9212-BTDMX will take for the payment of an invoice dated 2013-10-12 with an amount 66.23 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
9212-BTDMX  2012-01-16          49.25            23
9212-BTDMX  2012-01-28          74.25            16
9212-BTDMX  2012-02-16          58.85            19
9212-BTDMX  2012-03-26          53.69            20
9212-BTDMX  2012-04-11          63.26            15
9212-BTDMX  2012-05-17          66.55            23
9212-BTDMX  2012-05-19          82.21            11
9212-BTDMX  2012-06-22          49.08            19
9212-BTDMX  2012-07-15          24.91            13
9212-BTDMX  2012-07-26          51.56            18
9212-BTDMX  2012-10-02          57.33            17
9212-BTDMX  2012-10-19          45.00            12
9212-BTDMX  2012-12-07          77.73            12
9212-BTDMX  2012-12-08          53.99            19
9212-BTDMX  2012-12-13          53.91            15
9212-BTDMX  2012-12-30          48.85            19
9212-BTDMX  2013-01-15          48.18            20
9212-BTDMX  2013-02-21          73.59             8
9212-BTDMX  2013-04-08          64.81            17
9212-BTDMX  2013-05-19          35.15            17
9212-BTDMX  2013-06-02          59.71            14
9212-BTDMX  2013-06-12          53.19            16
9212-BTDMX  2013-07-04          38.96            13
9212-BTDMX  2013-07-27          68.07            12
9212-BTDMX  2013-08-10          64.35            10
9212-BTDMX  2013-10-09          47.21            33
```","{'customerID': '9212-BTDMX', 'InvoiceDate': '2013-10-12', 'InvoiceAmount': 66.23, 'DaysToSettle': 9}"
"Given the dataset delimited by the triple backticks, forecast number of days client 9250-VHLWY will take for the payment of an invoice dated 2013-07-22 with an amount 51.21 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
9250-VHLWY  2012-02-20          68.41            27
9250-VHLWY  2012-03-14          38.00            15
9250-VHLWY  2012-03-24          53.67            24
9250-VHLWY  2012-04-06          49.41            29
9250-VHLWY  2012-04-16          49.70            22
9250-VHLWY  2012-05-24          36.83            24
9250-VHLWY  2012-05-29          57.07            22
9250-VHLWY  2012-06-12          31.96            31
9250-VHLWY  2012-06-16          51.81            29
9250-VHLWY  2012-07-23          58.82            21
9250-VHLWY  2012-09-15          46.49            30
9250-VHLWY  2012-10-05          48.87            21
9250-VHLWY  2012-10-22          47.41            36
9250-VHLWY  2012-11-20          64.16            18
9250-VHLWY  2012-12-01          63.43            23
9250-VHLWY  2012-12-03          51.05            29
9250-VHLWY  2013-01-09          52.53            33
9250-VHLWY  2013-01-20          65.43            21
9250-VHLWY  2013-02-18          58.53            28
9250-VHLWY  2013-03-15          47.82            21
9250-VHLWY  2013-04-15          65.19            22
9250-VHLWY  2013-05-09          29.93            19
9250-VHLWY  2013-05-23          44.12            30
9250-VHLWY  2013-06-19          34.69            25
```","{'customerID': '9250-VHLWY', 'InvoiceDate': '2013-07-22', 'InvoiceAmount': 51.21, 'DaysToSettle': 19}"
"Given the dataset delimited by the triple backticks, forecast number of days client 9286-VLKMI will take for the payment of an invoice dated 2013-11-09 with an amount 72.93 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
9286-VLKMI  2012-01-31          73.32             4
9286-VLKMI  2012-02-09          53.33            11
9286-VLKMI  2012-03-21          88.13            16
9286-VLKMI  2012-03-28          29.70             7
9286-VLKMI  2012-06-01          86.50             9
9286-VLKMI  2012-06-04          41.71            12
9286-VLKMI  2012-06-18          66.54             5
9286-VLKMI  2012-08-08          41.52             7
9286-VLKMI  2012-08-19          44.25             3
9286-VLKMI  2012-08-31          57.80            11
9286-VLKMI  2012-09-27          14.22             7
9286-VLKMI  2012-10-18          53.68            10
9286-VLKMI  2012-11-04          25.05            11
9286-VLKMI  2012-12-07          60.39             9
9286-VLKMI  2012-12-14          36.71            11
9286-VLKMI  2012-12-28          61.59            11
9286-VLKMI  2012-12-30          51.96             5
9286-VLKMI  2013-01-09          52.90             3
9286-VLKMI  2013-02-13          51.43             5
9286-VLKMI  2013-02-28          36.13             3
9286-VLKMI  2013-03-06          47.39             0
9286-VLKMI  2013-05-20          66.16             1
9286-VLKMI  2013-05-27          58.19             2
9286-VLKMI  2013-06-10          51.55             0
9286-VLKMI  2013-07-02          80.59             2
9286-VLKMI  2013-09-25          39.45             5
9286-VLKMI  2013-09-29          47.32             1
9286-VLKMI  2013-10-02          68.48             1
9286-VLKMI  2013-10-05          91.42             3
9286-VLKMI  2013-10-22          41.64             2
9286-VLKMI  2013-10-29          76.74            15
9286-VLKMI  2013-11-04          32.62             1
```","{'customerID': '9286-VLKMI', 'InvoiceDate': '2013-11-09', 'InvoiceAmount': 72.93, 'DaysToSettle': 15}"
"Given the dataset delimited by the triple backticks, forecast number of days client 9322-YCTQO will take for the payment of an invoice dated 2013-11-25 with an amount 107.04 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
9322-YCTQO  2012-01-29          96.02            49
9322-YCTQO  2012-02-01          87.13            43
9322-YCTQO  2012-03-26          95.94            41
9322-YCTQO  2012-04-13          83.24            40
9322-YCTQO  2012-10-05          97.91            34
9322-YCTQO  2012-12-24          75.19            32
9322-YCTQO  2013-01-08          89.98            34
9322-YCTQO  2013-02-10         105.92            35
9322-YCTQO  2013-04-10          84.98            36
9322-YCTQO  2013-04-29          54.50            25
9322-YCTQO  2013-05-09          86.91            36
9322-YCTQO  2013-05-17          70.98            37
9322-YCTQO  2013-05-22          98.35            34
9322-YCTQO  2013-07-12          92.35            31
9322-YCTQO  2013-07-16          86.39            41
9322-YCTQO  2013-09-06         114.54            35
9322-YCTQO  2013-10-30          91.32            26
```","{'customerID': '9322-YCTQO', 'InvoiceDate': '2013-11-25', 'InvoiceAmount': 107.04, 'DaysToSettle': 32}"
"Given the dataset delimited by the triple backticks, forecast number of days client 9323-NDIOV will take for the payment of an invoice dated 2013-11-26 with an amount 40.71 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
9323-NDIOV  2012-01-13          78.49            41
9323-NDIOV  2012-01-14          47.48            46
9323-NDIOV  2012-01-18          56.55            54
9323-NDIOV  2012-03-31          28.30            28
9323-NDIOV  2012-06-21          53.66            47
9323-NDIOV  2012-06-30          60.13            35
9323-NDIOV  2012-07-29          68.14            29
9323-NDIOV  2012-09-10          40.83            17
9323-NDIOV  2012-09-18          61.32            37
9323-NDIOV  2012-10-19          20.23            30
9323-NDIOV  2012-11-19          60.46            31
9323-NDIOV  2012-11-25          52.01            55
9323-NDIOV  2012-12-09          54.49            29
9323-NDIOV  2013-04-16          59.66            26
9323-NDIOV  2013-04-25          43.62            24
9323-NDIOV  2013-07-13          44.48            25
9323-NDIOV  2013-07-17          29.42            24
9323-NDIOV  2013-08-09          61.06            27
9323-NDIOV  2013-09-02          68.97            26
9323-NDIOV  2013-09-10          65.00            37
9323-NDIOV  2013-09-21          61.47            30
9323-NDIOV  2013-09-30          44.81            29
9323-NDIOV  2013-10-08          69.18            25
9323-NDIOV  2013-11-02          68.28            34
9323-NDIOV  2013-11-13          44.56            33
```","{'customerID': '9323-NDIOV', 'InvoiceDate': '2013-11-26', 'InvoiceAmount': 40.71, 'DaysToSettle': 28}"
"Given the dataset delimited by the triple backticks, forecast number of days client 9460-VAZGD will take for the payment of an invoice dated 2013-09-21 with an amount 8.63 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
9460-VAZGD  2012-01-05          32.28            14
9460-VAZGD  2012-01-14          65.90            20
9460-VAZGD  2012-02-22          57.14            20
9460-VAZGD  2012-03-03          29.39            18
9460-VAZGD  2012-04-16          64.78            27
9460-VAZGD  2012-05-31          26.91            21
9460-VAZGD  2012-06-06          67.82            20
9460-VAZGD  2012-08-20          52.05            17
9460-VAZGD  2012-09-16          58.21            19
9460-VAZGD  2012-10-08          35.80            21
9460-VAZGD  2012-10-28          45.13            25
9460-VAZGD  2012-12-22          50.82            18
9460-VAZGD  2012-12-27          15.00            11
9460-VAZGD  2013-01-01          62.32            27
9460-VAZGD  2013-03-28          55.57            22
9460-VAZGD  2013-06-26          28.37            11
9460-VAZGD  2013-06-29          72.17            19
9460-VAZGD  2013-07-24          79.06            20
```","{'customerID': '9460-VAZGD', 'InvoiceDate': '2013-09-21', 'InvoiceAmount': 8.63, 'DaysToSettle': 19}"
"Given the dataset delimited by the triple backticks, forecast number of days client 9725-EZTEJ will take for the payment of an invoice dated 2013-10-13 with an amount 84.38 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
9725-EZTEJ  2012-02-02          73.82            26
9725-EZTEJ  2012-03-20          82.09            37
9725-EZTEJ  2012-03-29          92.71            24
9725-EZTEJ  2012-04-11          40.03            27
9725-EZTEJ  2012-04-22          72.32            44
9725-EZTEJ  2012-05-02         116.78            21
9725-EZTEJ  2012-05-15          76.27            33
9725-EZTEJ  2012-06-07          72.60             9
9725-EZTEJ  2012-06-23          94.51            44
9725-EZTEJ  2012-07-08         107.04            33
9725-EZTEJ  2012-07-30          74.95            34
9725-EZTEJ  2012-09-28          55.54            32
9725-EZTEJ  2012-10-06          60.57            24
9725-EZTEJ  2012-10-13         124.38            28
9725-EZTEJ  2012-10-22          93.24            20
9725-EZTEJ  2012-10-27          72.34            37
9725-EZTEJ  2012-11-10          87.43            43
9725-EZTEJ  2012-11-30          86.44            33
9725-EZTEJ  2012-12-26          71.12            34
9725-EZTEJ  2013-03-02          77.52            26
9725-EZTEJ  2013-03-17          96.22            13
9725-EZTEJ  2013-05-25         109.81            24
9725-EZTEJ  2013-06-11          81.21            32
9725-EZTEJ  2013-10-05          64.05            28
```","{'customerID': '9725-EZTEJ', 'InvoiceDate': '2013-10-13', 'InvoiceAmount': 84.38, 'DaysToSettle': 20}"
"Given the dataset delimited by the triple backticks, forecast number of days client 9758-AIEIK will take for the payment of an invoice dated 2013-10-31 with an amount 55.65 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
9758-AIEIK  2012-01-31          81.13            20
9758-AIEIK  2012-02-13          55.42            19
9758-AIEIK  2012-03-11          61.19            41
9758-AIEIK  2012-03-23          37.39            28
9758-AIEIK  2012-05-01          56.25            38
9758-AIEIK  2012-05-14          52.88            19
9758-AIEIK  2012-05-25          51.34            17
9758-AIEIK  2012-08-20          33.82            18
9758-AIEIK  2012-10-28          67.96            11
9758-AIEIK  2012-12-19          65.49            35
9758-AIEIK  2013-01-18          85.30            20
9758-AIEIK  2013-02-18          80.56            13
9758-AIEIK  2013-04-29          65.71            16
9758-AIEIK  2013-05-07          59.78            14
9758-AIEIK  2013-06-20          49.46            22
9758-AIEIK  2013-07-04          68.66            14
9758-AIEIK  2013-07-07          44.13            17
9758-AIEIK  2013-07-13         109.79            34
9758-AIEIK  2013-09-14          69.65            17
```","{'customerID': '9758-AIEIK', 'InvoiceDate': '2013-10-31', 'InvoiceAmount': 55.65, 'DaysToSettle': 12}"
"Given the dataset delimited by the triple backticks, forecast number of days client 9771-QTLGZ will take for the payment of an invoice dated 2013-11-16 with an amount 55.94 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
9771-QTLGZ  2012-01-20          56.51            26
9771-QTLGZ  2012-05-16          32.88            15
9771-QTLGZ  2012-05-19          68.89            28
9771-QTLGZ  2012-05-21          55.54            27
9771-QTLGZ  2012-07-19          67.40            13
9771-QTLGZ  2012-07-25          29.85            21
9771-QTLGZ  2012-08-07          51.19            24
9771-QTLGZ  2012-08-28          61.37            19
9771-QTLGZ  2012-08-31          52.75            19
9771-QTLGZ  2012-10-26          49.25            19
9771-QTLGZ  2012-12-14          46.62            16
9771-QTLGZ  2013-02-09          61.07            16
9771-QTLGZ  2013-02-28          48.87             9
9771-QTLGZ  2013-04-21          40.38            17
9771-QTLGZ  2013-04-29          49.21             4
9771-QTLGZ  2013-05-26          56.56            11
9771-QTLGZ  2013-06-14          55.47            10
9771-QTLGZ  2013-07-26          41.19            16
9771-QTLGZ  2013-08-17          64.64            18
9771-QTLGZ  2013-09-23          56.54            18
```","{'customerID': '9771-QTLGZ', 'InvoiceDate': '2013-11-16', 'InvoiceAmount': 55.94, 'DaysToSettle': 13}"
"Given the dataset delimited by the triple backticks, forecast number of days client 9841-XLGBV will take for the payment of an invoice dated 2013-09-19 with an amount 68.58 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
9841-XLGBV  2012-01-09          41.99            28
9841-XLGBV  2012-03-16          46.25            39
9841-XLGBV  2012-03-31          44.43            24
9841-XLGBV  2012-05-06          62.10            28
9841-XLGBV  2012-05-17          38.84            28
9841-XLGBV  2012-05-20          53.81            28
9841-XLGBV  2012-06-10          47.52            28
9841-XLGBV  2012-06-11          27.18            30
9841-XLGBV  2012-08-30          32.24            24
9841-XLGBV  2012-09-19          38.25            24
9841-XLGBV  2012-10-25          50.97            22
9841-XLGBV  2012-11-07          17.85            25
9841-XLGBV  2012-12-20          50.03            34
9841-XLGBV  2013-01-28          51.83            21
9841-XLGBV  2013-02-16          26.44            18
9841-XLGBV  2013-06-12          53.53            18
9841-XLGBV  2013-07-06          36.33            26
9841-XLGBV  2013-07-27          31.12            28
```","{'customerID': '9841-XLGBV', 'InvoiceDate': '2013-09-19', 'InvoiceAmount': 68.58, 'DaysToSettle': 20}"
"Given the dataset delimited by the triple backticks, forecast number of days client 9883-SDWFS will take for the payment of an invoice dated 2013-11-04 with an amount 40.88 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
9883-SDWFS  2012-01-07          46.33            34
9883-SDWFS  2012-03-02          26.37            28
9883-SDWFS  2012-03-29          14.94            45
9883-SDWFS  2012-04-10          20.99            40
9883-SDWFS  2012-04-17          28.77            37
9883-SDWFS  2012-05-08          41.25            43
9883-SDWFS  2012-05-09          19.23            24
9883-SDWFS  2012-05-23          19.01            43
9883-SDWFS  2012-06-13          38.06            26
9883-SDWFS  2012-07-28          45.24            46
9883-SDWFS  2012-09-12          29.51            37
9883-SDWFS  2012-09-14          33.86            35
9883-SDWFS  2012-09-28          14.05            34
9883-SDWFS  2012-10-09          18.77            31
9883-SDWFS  2012-11-08          11.44            54
9883-SDWFS  2012-11-15          10.36            23
9883-SDWFS  2013-02-03          41.96            42
9883-SDWFS  2013-02-14           7.78            29
9883-SDWFS  2013-02-26          26.37            33
9883-SDWFS  2013-04-23          32.75            33
9883-SDWFS  2013-04-25          21.58            46
9883-SDWFS  2013-04-27          42.86            52
9883-SDWFS  2013-07-15          47.13            39
9883-SDWFS  2013-07-21          56.88            37
9883-SDWFS  2013-08-08          62.77            40
9883-SDWFS  2013-08-17          45.18            34
9883-SDWFS  2013-08-26          49.68            50
9883-SDWFS  2013-09-10          46.73            30
9883-SDWFS  2013-09-18          75.39            42
```","{'customerID': '9883-SDWFS', 'InvoiceDate': '2013-11-04', 'InvoiceAmount': 40.88, 'DaysToSettle': 23}"
"Given the dataset delimited by the triple backticks, forecast number of days client 9928-IJYBQ will take for the payment of an invoice dated 2013-09-03 with an amount 69.29 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
9928-IJYBQ  2012-01-07          78.92            29
9928-IJYBQ  2012-03-05          66.66            32
9928-IJYBQ  2012-04-03          66.25            42
9928-IJYBQ  2012-06-27          45.75            34
9928-IJYBQ  2012-07-03          45.80            35
9928-IJYBQ  2012-07-10          34.63            24
9928-IJYBQ  2012-07-18          67.79            53
9928-IJYBQ  2012-07-25          38.61            32
9928-IJYBQ  2012-10-15          32.77            32
9928-IJYBQ  2012-11-02          73.25            24
9928-IJYBQ  2012-11-02          56.53            37
9928-IJYBQ  2012-12-15          60.47            35
9928-IJYBQ  2012-12-31          49.68            33
9928-IJYBQ  2013-01-12          52.07            31
9928-IJYBQ  2013-01-29          54.42            31
9928-IJYBQ  2013-03-09          46.61            38
9928-IJYBQ  2013-04-03          83.95            36
9928-IJYBQ  2013-05-09          58.83            33
9928-IJYBQ  2013-05-31          66.38            38
9928-IJYBQ  2013-08-24          53.29            25
```","{'customerID': '9928-IJYBQ', 'InvoiceDate': '2013-09-03', 'InvoiceAmount': 69.29, 'DaysToSettle': 31}"
